1435708351.15 	 Pcd: Pue sí pero yo no quería venir	1
1435708353.15 	Pcd: Nomás  vengo por mis galetas y mi coca eee!! hola 	1
1435708356.15 	Participante: Hola	2
1435708357.15 	Pcd: Nos vemos e	2
1435708358.15 	Participante: Risa	2
1435708358.15 	Pcd: Me voy e 	2
1435708359.15 	 Participante: Noooo	2
1435708360.15 	 Investigador 2: No pero siéntese, siéntese 	2
1435708361.15 	Pcd: ¿Y por qué se está comiendo mis galletas ?	1
1435708364.15 	Participante: No me las estoy comiendo	1
1435708365.15 	Pcd: Sí yo lo vi	1
1435708366.15 	Participante: Nooo	1
1435708367.15 	Yo estba allí en la ventana porque  andaba cuidando mis, mis pollos del gato	1
1435708373.15 	Pcd:  Y lo vi que se estaba  come y come mis galletas 	1
1435708376.15 	Participante: Nooo la estaba comiendo, la estaba esperando aquí porque me dijo ??? que iba a venir 	1
1435708380.15 	Pcd: No pero no quiero jugar	1
1435708381.15 	Participante: Noo vamos a jugar, vamos a organizar unass tarjetas 	1
1435708386.15 	Pcd: Noo, tampoco quiero hacer eso	1
1435708388.15 	Participante: ¿No?	2
1435708389.15 	Pcd: Quiero irme con mi mamá, me fui a buscarla, por eso me tade porque fui a buscar a mi mamá	2
1435708396.15 	Pcd: Y además de eso tengo que cuidar los pollos 	2
1435708399.15 	Participante: ¿si? pero 	2
1435708399.15 	 Pcd: Porque se los anda comiendo el gato 	2
1435708402.15 	Participante: No, no hay, lo andan cuidando para que no se los coman	2
1435708405.15 	Pcd: Mire y hasta mi soda se tomó	2
1435708407.15 	Participante: No, no lo tomé	2
1435708408.15 	Pcd: Entonces fue la mushasha que estaba aquí	2
1435708411.15 	Participante: A lo mejor sí, peero ya la corrí para que no, para que no volviera	2
1435708415.15 	Pcd: Mm¿Ahí está sentada?	2
1435708417.15 	Participante: Pero está sentada por tomarse su soda	2
1435708421.15 	Participante: Entonces lo que vamos hacer ahora es vamos a tomar una tarjeta, mire	2
1435708425.15 	 Participante: Aquí están unos pollos	2
1435708427.15 	pcd: No pero no quiero ver esos pollos 	2
1435708428.15 	Participante: No le gustan los pollos?	2
